n,Straightforward_double,Iterative_double,Delta_double,Straightforward_float,Iterative_float,Delta_float
2061,inf,inf,nan,inf,inf,nan
2062,inf,inf,nan,inf,inf,nan
2063,inf,inf,nan,inf,inf,nan
2064,inf,inf,nan,inf,inf,nan
2065,inf,inf,nan,inf,inf,nan
2066,inf,inf,nan,inf,inf,nan
2067,inf,inf,nan,inf,inf,nan
2068,inf,inf,nan,inf,inf,nan
2069,inf,inf,nan,inf,inf,nan
2070,inf,inf,nan,inf,inf,nan
2071,inf,inf,nan,inf,inf,nan
2072,inf,inf,nan,inf,inf,nan
2073,inf,inf,nan,inf,inf,nan
2074,inf,inf,nan,inf,inf,nan
2075,inf,inf,nan,inf,inf,nan
2076,inf,inf,nan,inf,inf,nan
2077,inf,inf,nan,inf,inf,nan
2078,inf,inf,nan,inf,inf,nan
2079,inf,inf,nan,inf,inf,nan
2080,inf,inf,nan,inf,inf,nan
2081,inf,inf,nan,inf,inf,nan
2082,inf,inf,nan,inf,inf,nan
2083,inf,inf,nan,inf,inf,nan
2084,inf,inf,nan,inf,inf,nan
2085,inf,inf,nan,inf,inf,nan
2086,inf,inf,nan,inf,inf,nan
2087,inf,inf,nan,inf,inf,nan
2088,inf,inf,nan,inf,inf,nan
2089,inf,inf,nan,inf,inf,nan
2090,inf,inf,nan,inf,inf,nan
2091,inf,inf,nan,inf,inf,nan
2092,inf,inf,nan,inf,inf,nan
2093,inf,inf,nan,inf,inf,nan
2094,inf,inf,nan,inf,inf,nan
2095,inf,inf,nan,inf,inf,nan
2096,inf,inf,nan,inf,inf,nan
2097,inf,inf,nan,inf,inf,nan
2098,inf,inf,nan,inf,inf,nan
2099,inf,inf,nan,inf,inf,nan
2100,inf,inf,nan,inf,inf,nan
2101,inf,inf,nan,inf,inf,nan
2102,inf,inf,nan,inf,inf,nan
2103,inf,inf,nan,inf,inf,nan
2104,inf,inf,nan,inf,inf,nan
2105,inf,inf,nan,inf,inf,nan
2106,inf,inf,nan,inf,inf,nan
2107,inf,inf,nan,inf,inf,nan
2108,inf,inf,nan,inf,inf,nan
2109,inf,inf,nan,inf,inf,nan
2110,inf,inf,nan,inf,inf,nan
2111,inf,inf,nan,inf,inf,nan
2112,inf,inf,nan,inf,inf,nan
2113,inf,inf,nan,inf,inf,nan
2114,inf,inf,nan,inf,inf,nan
2115,inf,inf,nan,inf,inf,nan
2116,inf,inf,nan,inf,inf,nan
2117,inf,inf,nan,inf,inf,nan
2118,inf,inf,nan,inf,inf,nan
2119,inf,inf,nan,inf,inf,nan
2120,inf,inf,nan,inf,inf,nan
2121,inf,inf,nan,inf,inf,nan
2122,inf,inf,nan,inf,inf,nan
2123,inf,inf,nan,inf,inf,nan
2124,inf,inf,nan,inf,inf,nan
2125,inf,inf,nan,inf,inf,nan
2126,inf,inf,nan,inf,inf,nan
2127,inf,inf,nan,inf,inf,nan
2128,inf,inf,nan,inf,inf,nan
2129,inf,inf,nan,inf,inf,nan
2130,inf,inf,nan,inf,inf,nan
2131,inf,inf,nan,inf,inf,nan
2132,inf,inf,nan,inf,inf,nan
2133,inf,inf,nan,inf,inf,nan
2134,inf,inf,nan,inf,inf,nan
2135,inf,inf,nan,inf,inf,nan
2136,inf,inf,nan,inf,inf,nan
2137,inf,inf,nan,inf,inf,nan
2138,inf,inf,nan,inf,inf,nan
2139,inf,inf,nan,inf,inf,nan
2140,inf,inf,nan,inf,inf,nan
2141,inf,inf,nan,inf,inf,nan
2142,inf,inf,nan,inf,inf,nan
2143,inf,inf,nan,inf,inf,nan
2144,inf,inf,nan,inf,inf,nan
2145,inf,inf,nan,inf,inf,nan
2146,inf,inf,nan,inf,inf,nan
2147,inf,inf,nan,inf,inf,nan
2148,inf,inf,nan,inf,inf,nan
2149,inf,inf,nan,inf,inf,nan
2150,inf,inf,nan,inf,inf,nan
2151,inf,inf,nan,inf,inf,nan
2152,inf,inf,nan,inf,inf,nan
2153,inf,inf,nan,inf,inf,nan
2154,inf,inf,nan,inf,inf,nan
2155,inf,inf,nan,inf,inf,nan
2156,inf,inf,nan,inf,inf,nan
2157,inf,inf,nan,inf,inf,nan
2158,inf,inf,nan,inf,inf,nan
2159,inf,inf,nan,inf,inf,nan
2160,inf,inf,nan,inf,inf,nan
2161,inf,inf,nan,inf,inf,nan
2162,inf,inf,nan,inf,inf,nan
2163,inf,inf,nan,inf,inf,nan
2164,inf,inf,nan,inf,inf,nan
2165,inf,inf,nan,inf,inf,nan
2166,inf,inf,nan,inf,inf,nan
2167,inf,inf,nan,inf,inf,nan
2168,inf,inf,nan,inf,inf,nan
2169,inf,inf,nan,inf,inf,nan
2170,inf,inf,nan,inf,inf,nan
2171,inf,inf,nan,inf,inf,nan
2172,inf,inf,nan,inf,inf,nan
2173,inf,inf,nan,inf,inf,nan
2174,inf,inf,nan,inf,inf,nan
2175,inf,inf,nan,inf,inf,nan
2176,inf,inf,nan,inf,inf,nan
2177,inf,inf,nan,inf,inf,nan
2178,inf,inf,nan,inf,inf,nan
2179,inf,inf,nan,inf,inf,nan
2180,inf,inf,nan,inf,inf,nan
2181,inf,inf,nan,inf,inf,nan
2182,inf,inf,nan,inf,inf,nan
2183,inf,inf,nan,inf,inf,nan
2184,inf,inf,nan,inf,inf,nan
2185,inf,inf,nan,inf,inf,nan
2186,inf,inf,nan,inf,inf,nan
2187,inf,inf,nan,inf,inf,nan
2188,inf,inf,nan,inf,inf,nan
2189,inf,inf,nan,inf,inf,nan
2190,inf,inf,nan,inf,inf,nan
2191,inf,inf,nan,inf,inf,nan
2192,inf,inf,nan,inf,inf,nan
2193,inf,inf,nan,inf,inf,nan
2194,inf,inf,nan,inf,inf,nan
2195,inf,inf,nan,inf,inf,nan
2196,inf,inf,nan,inf,inf,nan
2197,inf,inf,nan,inf,inf,nan
2198,inf,inf,nan,inf,inf,nan
2199,inf,inf,nan,inf,inf,nan
2200,inf,inf,nan,inf,inf,nan
2201,inf,inf,nan,inf,inf,nan
2202,inf,inf,nan,inf,inf,nan
2203,inf,inf,nan,inf,inf,nan
2204,inf,inf,nan,inf,inf,nan
2205,inf,inf,nan,inf,inf,nan
2206,inf,inf,nan,inf,inf,nan
2207,inf,inf,nan,inf,inf,nan
2208,inf,inf,nan,inf,inf,nan
2209,inf,inf,nan,inf,inf,nan
2210,inf,inf,nan,inf,inf,nan
2211,inf,inf,nan,inf,inf,nan
2212,inf,inf,nan,inf,inf,nan
2213,inf,inf,nan,inf,inf,nan
2214,inf,inf,nan,inf,inf,nan
2215,inf,inf,nan,inf,inf,nan
2216,inf,inf,nan,inf,inf,nan
2217,inf,inf,nan,inf,inf,nan
2218,inf,inf,nan,inf,inf,nan
2219,inf,inf,nan,inf,inf,nan
2220,inf,inf,nan,inf,inf,nan
2221,inf,inf,nan,inf,inf,nan
2222,inf,inf,nan,inf,inf,nan
2223,inf,inf,nan,inf,inf,nan
2224,inf,inf,nan,inf,inf,nan
2225,inf,inf,nan,inf,inf,nan
2226,inf,inf,nan,inf,inf,nan
2227,inf,inf,nan,inf,inf,nan
2228,inf,inf,nan,inf,inf,nan
2229,inf,inf,nan,inf,inf,nan
2230,inf,inf,nan,inf,inf,nan
2231,inf,inf,nan,inf,inf,nan
2232,inf,inf,nan,inf,inf,nan
2233,inf,inf,nan,inf,inf,nan
2234,inf,inf,nan,inf,inf,nan
2235,inf,inf,nan,inf,inf,nan
2236,inf,inf,nan,inf,inf,nan
2237,inf,inf,nan,inf,inf,nan
2238,inf,inf,nan,inf,inf,nan
2239,inf,inf,nan,inf,inf,nan
2240,inf,inf,nan,inf,inf,nan
2241,inf,inf,nan,inf,inf,nan
2242,inf,inf,nan,inf,inf,nan
2243,inf,inf,nan,inf,inf,nan
2244,inf,inf,nan,inf,inf,nan
2245,inf,inf,nan,inf,inf,nan
2246,inf,inf,nan,inf,inf,nan
2247,inf,inf,nan,inf,inf,nan
2248,inf,inf,nan,inf,inf,nan
2249,inf,inf,nan,inf,inf,nan
2250,inf,inf,nan,inf,inf,nan
2251,inf,inf,nan,inf,inf,nan
2252,inf,inf,nan,inf,inf,nan
2253,inf,inf,nan,inf,inf,nan
2254,inf,inf,nan,inf,inf,nan
2255,inf,inf,nan,inf,inf,nan
2256,inf,inf,nan,inf,inf,nan
2257,inf,inf,nan,inf,inf,nan
2258,inf,inf,nan,inf,inf,nan
2259,inf,inf,nan,inf,inf,nan
2260,inf,inf,nan,inf,inf,nan
2261,inf,inf,nan,inf,inf,nan
2262,inf,inf,nan,inf,inf,nan
2263,inf,inf,nan,inf,inf,nan
2264,inf,inf,nan,inf,inf,nan
2265,inf,inf,nan,inf,inf,nan
2266,inf,inf,nan,inf,inf,nan
2267,inf,inf,nan,inf,inf,nan
2268,inf,inf,nan,inf,inf,nan
2269,inf,inf,nan,inf,inf,nan
2270,inf,inf,nan,inf,inf,nan
2271,inf,inf,nan,inf,inf,nan
2272,inf,inf,nan,inf,inf,nan
2273,inf,inf,nan,inf,inf,nan
2274,inf,inf,nan,inf,inf,nan
2275,inf,inf,nan,inf,inf,nan
2276,inf,inf,nan,inf,inf,nan
2277,inf,inf,nan,inf,inf,nan
2278,inf,inf,nan,inf,inf,nan
2279,inf,inf,nan,inf,inf,nan
2280,inf,inf,nan,inf,inf,nan
2281,inf,inf,nan,inf,inf,nan
2282,inf,inf,nan,inf,inf,nan
2283,inf,inf,nan,inf,inf,nan
2284,inf,inf,nan,inf,inf,nan
2285,inf,inf,nan,inf,inf,nan
2286,inf,inf,nan,inf,inf,nan
2287,inf,inf,nan,inf,inf,nan
2288,inf,inf,nan,inf,inf,nan
2289,inf,inf,nan,inf,inf,nan
2290,inf,inf,nan,inf,inf,nan
2291,inf,inf,nan,inf,inf,nan
2292,inf,inf,nan,inf,inf,nan
2293,inf,inf,nan,inf,inf,nan
2294,inf,inf,nan,inf,inf,nan
2295,inf,inf,nan,inf,inf,nan
2296,inf,inf,nan,inf,inf,nan
2297,inf,inf,nan,inf,inf,nan
2298,inf,inf,nan,inf,inf,nan
2299,inf,inf,nan,inf,inf,nan
2300,inf,inf,nan,inf,inf,nan
2301,inf,inf,nan,inf,inf,nan
2302,inf,inf,nan,inf,inf,nan
2303,inf,inf,nan,inf,inf,nan
2304,inf,inf,nan,inf,inf,nan
2305,inf,inf,nan,inf,inf,nan
2306,inf,inf,nan,inf,inf,nan
2307,inf,inf,nan,inf,inf,nan
2308,inf,inf,nan,inf,inf,nan
2309,inf,inf,nan,inf,inf,nan
2310,inf,inf,nan,inf,inf,nan
2311,inf,inf,nan,inf,inf,nan
2312,inf,inf,nan,inf,inf,nan
2313,inf,inf,nan,inf,inf,nan
2314,inf,inf,nan,inf,inf,nan
2315,inf,inf,nan,inf,inf,nan
2316,inf,inf,nan,inf,inf,nan
2317,inf,inf,nan,inf,inf,nan
2318,inf,inf,nan,inf,inf,nan
2319,inf,inf,nan,inf,inf,nan
2320,inf,inf,nan,inf,inf,nan
2321,inf,inf,nan,inf,inf,nan
2322,inf,inf,nan,inf,inf,nan
2323,inf,inf,nan,inf,inf,nan
2324,inf,inf,nan,inf,inf,nan
2325,inf,inf,nan,inf,inf,nan
2326,inf,inf,nan,inf,inf,nan
2327,inf,inf,nan,inf,inf,nan
2328,inf,inf,nan,inf,inf,nan
2329,inf,inf,nan,inf,inf,nan
2330,inf,inf,nan,inf,inf,nan
2331,inf,inf,nan,inf,inf,nan
2332,inf,inf,nan,inf,inf,nan
2333,inf,inf,nan,inf,inf,nan
2334,inf,inf,nan,inf,inf,nan
2335,inf,inf,nan,inf,inf,nan
2336,inf,inf,nan,inf,inf,nan
2337,inf,inf,nan,inf,inf,nan
2338,inf,inf,nan,inf,inf,nan
2339,inf,inf,nan,inf,inf,nan
2340,inf,inf,nan,inf,inf,nan
2341,inf,inf,nan,inf,inf,nan
2342,inf,inf,nan,inf,inf,nan
2343,inf,inf,nan,inf,inf,nan
2344,inf,inf,nan,inf,inf,nan
2345,inf,inf,nan,inf,inf,nan
2346,inf,inf,nan,inf,inf,nan
2347,inf,inf,nan,inf,inf,nan
2348,inf,inf,nan,inf,inf,nan
2349,inf,inf,nan,inf,inf,nan
2350,inf,inf,nan,inf,inf,nan
2351,inf,inf,nan,inf,inf,nan
2352,inf,inf,nan,inf,inf,nan
2353,inf,inf,nan,inf,inf,nan
2354,inf,inf,nan,inf,inf,nan
2355,inf,inf,nan,inf,inf,nan
2356,inf,inf,nan,inf,inf,nan
2357,inf,inf,nan,inf,inf,nan
2358,inf,inf,nan,inf,inf,nan
2359,inf,inf,nan,inf,inf,nan
2360,inf,inf,nan,inf,inf,nan
2361,inf,inf,nan,inf,inf,nan
2362,inf,inf,nan,inf,inf,nan
2363,inf,inf,nan,inf,inf,nan
2364,inf,inf,nan,inf,inf,nan
2365,inf,inf,nan,inf,inf,nan
2366,inf,inf,nan,inf,inf,nan
2367,inf,inf,nan,inf,inf,nan
2368,inf,inf,nan,inf,inf,nan
2369,inf,inf,nan,inf,inf,nan
2370,inf,inf,nan,inf,inf,nan
2371,inf,inf,nan,inf,inf,nan
2372,inf,inf,nan,inf,inf,nan
2373,inf,inf,nan,inf,inf,nan
2374,inf,inf,nan,inf,inf,nan
2375,inf,inf,nan,inf,inf,nan
2376,inf,inf,nan,inf,inf,nan
2377,inf,inf,nan,inf,inf,nan
2378,inf,inf,nan,inf,inf,nan
2379,inf,inf,nan,inf,inf,nan
2380,inf,inf,nan,inf,inf,nan
2381,inf,inf,nan,inf,inf,nan
2382,inf,inf,nan,inf,inf,nan
2383,inf,inf,nan,inf,inf,nan
2384,inf,inf,nan,inf,inf,nan
2385,inf,inf,nan,inf,inf,nan
2386,inf,inf,nan,inf,inf,nan
2387,inf,inf,nan,inf,inf,nan
2388,inf,inf,nan,inf,inf,nan
2389,inf,inf,nan,inf,inf,nan
2390,inf,inf,nan,inf,inf,nan
2391,inf,inf,nan,inf,inf,nan
2392,inf,inf,nan,inf,inf,nan
2393,inf,inf,nan,inf,inf,nan
2394,inf,inf,nan,inf,inf,nan
2395,inf,inf,nan,inf,inf,nan
2396,inf,inf,nan,inf,inf,nan
2397,inf,inf,nan,inf,inf,nan
2398,inf,inf,nan,inf,inf,nan
2399,inf,inf,nan,inf,inf,nan
2400,inf,inf,nan,inf,inf,nan
2401,inf,inf,nan,inf,inf,nan
2402,inf,inf,nan,inf,inf,nan
2403,inf,inf,nan,inf,inf,nan
2404,inf,inf,nan,inf,inf,nan
2405,inf,inf,nan,inf,inf,nan
2406,inf,inf,nan,inf,inf,nan
2407,inf,inf,nan,inf,inf,nan
2408,inf,inf,nan,inf,inf,nan
2409,inf,inf,nan,inf,inf,nan
2410,inf,inf,nan,inf,inf,nan
2411,inf,inf,nan,inf,inf,nan
2412,inf,inf,nan,inf,inf,nan
2413,inf,inf,nan,inf,inf,nan
2414,inf,inf,nan,inf,inf,nan
2415,inf,inf,nan,inf,inf,nan
2416,inf,inf,nan,inf,inf,nan
2417,inf,inf,nan,inf,inf,nan
2418,inf,inf,nan,inf,inf,nan
2419,inf,inf,nan,inf,inf,nan
2420,inf,inf,nan,inf,inf,nan
2421,inf,inf,nan,inf,inf,nan
2422,inf,inf,nan,inf,inf,nan
2423,inf,inf,nan,inf,inf,nan
2424,inf,inf,nan,inf,inf,nan
2425,inf,inf,nan,inf,inf,nan
2426,inf,inf,nan,inf,inf,nan
2427,inf,inf,nan,inf,inf,nan
2428,inf,inf,nan,inf,inf,nan
2429,inf,inf,nan,inf,inf,nan
2430,inf,inf,nan,inf,inf,nan
2431,inf,inf,nan,inf,inf,nan
2432,inf,inf,nan,inf,inf,nan
2433,inf,inf,nan,inf,inf,nan
2434,inf,inf,nan,inf,inf,nan
2435,inf,inf,nan,inf,inf,nan
2436,inf,inf,nan,inf,inf,nan
2437,inf,inf,nan,inf,inf,nan
2438,inf,inf,nan,inf,inf,nan
2439,inf,inf,nan,inf,inf,nan
2440,inf,inf,nan,inf,inf,nan
2441,inf,inf,nan,inf,inf,nan
2442,inf,inf,nan,inf,inf,nan
2443,inf,inf,nan,inf,inf,nan
2444,inf,inf,nan,inf,inf,nan
2445,inf,inf,nan,inf,inf,nan
2446,inf,inf,nan,inf,inf,nan
2447,inf,inf,nan,inf,inf,nan
2448,inf,inf,nan,inf,inf,nan
2449,inf,inf,nan,inf,inf,nan
2450,inf,inf,nan,inf,inf,nan
2451,inf,inf,nan,inf,inf,nan
2452,inf,inf,nan,inf,inf,nan
2453,inf,inf,nan,inf,inf,nan
2454,inf,inf,nan,inf,inf,nan
2455,inf,inf,nan,inf,inf,nan
2456,inf,inf,nan,inf,inf,nan
2457,inf,inf,nan,inf,inf,nan
2458,inf,inf,nan,inf,inf,nan
2459,inf,inf,nan,inf,inf,nan
2460,inf,inf,nan,inf,inf,nan
2461,inf,inf,nan,inf,inf,nan
2462,inf,inf,nan,inf,inf,nan
2463,inf,inf,nan,inf,inf,nan
2464,inf,inf,nan,inf,inf,nan
2465,inf,inf,nan,inf,inf,nan
2466,inf,inf,nan,inf,inf,nan
2467,inf,inf,nan,inf,inf,nan
2468,inf,inf,nan,inf,inf,nan
2469,inf,inf,nan,inf,inf,nan
2470,inf,inf,nan,inf,inf,nan
2471,inf,inf,nan,inf,inf,nan
2472,inf,inf,nan,inf,inf,nan
2473,inf,inf,nan,inf,inf,nan
2474,inf,inf,nan,inf,inf,nan
2475,inf,inf,nan,inf,inf,nan
2476,inf,inf,nan,inf,inf,nan
2477,inf,inf,nan,inf,inf,nan
2478,inf,inf,nan,inf,inf,nan
2479,inf,inf,nan,inf,inf,nan
2480,inf,inf,nan,inf,inf,nan
2481,inf,inf,nan,inf,inf,nan
2482,inf,inf,nan,inf,inf,nan
2483,inf,inf,nan,inf,inf,nan
2484,inf,inf,nan,inf,inf,nan
2485,inf,inf,nan,inf,inf,nan
2486,inf,inf,nan,inf,inf,nan
2487,inf,inf,nan,inf,inf,nan
2488,inf,inf,nan,inf,inf,nan
2489,inf,inf,nan,inf,inf,nan
2490,inf,inf,nan,inf,inf,nan
2491,inf,inf,nan,inf,inf,nan
2492,inf,inf,nan,inf,inf,nan
2493,inf,inf,nan,inf,inf,nan
2494,inf,inf,nan,inf,inf,nan
2495,inf,inf,nan,inf,inf,nan
2496,inf,inf,nan,inf,inf,nan
2497,inf,inf,nan,inf,inf,nan
2498,inf,inf,nan,inf,inf,nan
2499,inf,inf,nan,inf,inf,nan
2500,inf,inf,nan,inf,inf,nan
2501,inf,inf,nan,inf,inf,nan
2502,inf,inf,nan,inf,inf,nan
2503,inf,inf,nan,inf,inf,nan
2504,inf,inf,nan,inf,inf,nan
2505,inf,inf,nan,inf,inf,nan
2506,inf,inf,nan,inf,inf,nan
2507,inf,inf,nan,inf,inf,nan
2508,inf,inf,nan,inf,inf,nan
2509,inf,inf,nan,inf,inf,nan
2510,inf,inf,nan,inf,inf,nan
2511,inf,inf,nan,inf,inf,nan
2512,inf,inf,nan,inf,inf,nan
2513,inf,inf,nan,inf,inf,nan
2514,inf,inf,nan,inf,inf,nan
2515,inf,inf,nan,inf,inf,nan
2516,inf,inf,nan,inf,inf,nan
2517,inf,inf,nan,inf,inf,nan
2518,inf,inf,nan,inf,inf,nan
2519,inf,inf,nan,inf,inf,nan
2520,inf,inf,nan,inf,inf,nan
2521,inf,inf,nan,inf,inf,nan
2522,inf,inf,nan,inf,inf,nan
2523,inf,inf,nan,inf,inf,nan
2524,inf,inf,nan,inf,inf,nan
2525,inf,inf,nan,inf,inf,nan
2526,inf,inf,nan,inf,inf,nan
2527,inf,inf,nan,inf,inf,nan
2528,inf,inf,nan,inf,inf,nan
2529,inf,inf,nan,inf,inf,nan
2530,inf,inf,nan,inf,inf,nan
2531,inf,inf,nan,inf,inf,nan
2532,inf,inf,nan,inf,inf,nan
2533,inf,inf,nan,inf,inf,nan
2534,inf,inf,nan,inf,inf,nan
2535,inf,inf,nan,inf,inf,nan
2536,inf,inf,nan,inf,inf,nan
2537,inf,inf,nan,inf,inf,nan
2538,inf,inf,nan,inf,inf,nan
2539,inf,inf,nan,inf,inf,nan
2540,inf,inf,nan,inf,inf,nan
2541,inf,inf,nan,inf,inf,nan
2542,inf,inf,nan,inf,inf,nan
2543,inf,inf,nan,inf,inf,nan
2544,inf,inf,nan,inf,inf,nan
2545,inf,inf,nan,inf,inf,nan
2546,inf,inf,nan,inf,inf,nan
2547,inf,inf,nan,inf,inf,nan
2548,inf,inf,nan,inf,inf,nan
2549,inf,inf,nan,inf,inf,nan
2550,inf,inf,nan,inf,inf,nan
2551,inf,inf,nan,inf,inf,nan
2552,inf,inf,nan,inf,inf,nan
2553,inf,inf,nan,inf,inf,nan
2554,inf,inf,nan,inf,inf,nan
2555,inf,inf,nan,inf,inf,nan
2556,inf,inf,nan,inf,inf,nan
2557,inf,inf,nan,inf,inf,nan
2558,inf,inf,nan,inf,inf,nan
2559,inf,inf,nan,inf,inf,nan
2560,inf,inf,nan,inf,inf,nan
2561,inf,inf,nan,inf,inf,nan
2562,inf,inf,nan,inf,inf,nan
2563,inf,inf,nan,inf,inf,nan
2564,inf,inf,nan,inf,inf,nan
2565,inf,inf,nan,inf,inf,nan
2566,inf,inf,nan,inf,inf,nan
2567,inf,inf,nan,inf,inf,nan
2568,inf,inf,nan,inf,inf,nan
2569,inf,inf,nan,inf,inf,nan
2570,inf,inf,nan,inf,inf,nan
2571,inf,inf,nan,inf,inf,nan
2572,inf,inf,nan,inf,inf,nan
2573,inf,inf,nan,inf,inf,nan
2574,inf,inf,nan,inf,inf,nan
2575,inf,inf,nan,inf,inf,nan
2576,inf,inf,nan,inf,inf,nan
2577,inf,inf,nan,inf,inf,nan
2578,inf,inf,nan,inf,inf,nan
2579,inf,inf,nan,inf,inf,nan
2580,inf,inf,nan,inf,inf,nan
2581,inf,inf,nan,inf,inf,nan
2582,inf,inf,nan,inf,inf,nan
2583,inf,inf,nan,inf,inf,nan
2584,inf,inf,nan,inf,inf,nan
2585,inf,inf,nan,inf,inf,nan
2586,inf,inf,nan,inf,inf,nan
2587,inf,inf,nan,inf,inf,nan
2588,inf,inf,nan,inf,inf,nan
2589,inf,inf,nan,inf,inf,nan
2590,inf,inf,nan,inf,inf,nan
2591,inf,inf,nan,inf,inf,nan
2592,inf,inf,nan,inf,inf,nan
2593,inf,inf,nan,inf,inf,nan
2594,inf,inf,nan,inf,inf,nan
2595,inf,inf,nan,inf,inf,nan
2596,inf,inf,nan,inf,inf,nan
2597,inf,inf,nan,inf,inf,nan
2598,inf,inf,nan,inf,inf,nan
2599,inf,inf,nan,inf,inf,nan
2600,inf,inf,nan,inf,inf,nan
2601,inf,inf,nan,inf,inf,nan
2602,inf,inf,nan,inf,inf,nan
2603,inf,inf,nan,inf,inf,nan
2604,inf,inf,nan,inf,inf,nan
2605,inf,inf,nan,inf,inf,nan
2606,inf,inf,nan,inf,inf,nan
2607,inf,inf,nan,inf,inf,nan
2608,inf,inf,nan,inf,inf,nan
2609,inf,inf,nan,inf,inf,nan
2610,inf,inf,nan,inf,inf,nan
2611,inf,inf,nan,inf,inf,nan
2612,inf,inf,nan,inf,inf,nan
2613,inf,inf,nan,inf,inf,nan
2614,inf,inf,nan,inf,inf,nan
2615,inf,inf,nan,inf,inf,nan
2616,inf,inf,nan,inf,inf,nan
2617,inf,inf,nan,inf,inf,nan
2618,inf,inf,nan,inf,inf,nan
2619,inf,inf,nan,inf,inf,nan
2620,inf,inf,nan,inf,inf,nan
2621,inf,inf,nan,inf,inf,nan
2622,inf,inf,nan,inf,inf,nan
2623,inf,inf,nan,inf,inf,nan
2624,inf,inf,nan,inf,inf,nan
2625,inf,inf,nan,inf,inf,nan
2626,inf,inf,nan,inf,inf,nan
2627,inf,inf,nan,inf,inf,nan
2628,inf,inf,nan,inf,inf,nan
2629,inf,inf,nan,inf,inf,nan
2630,inf,inf,nan,inf,inf,nan
2631,inf,inf,nan,inf,inf,nan
2632,inf,inf,nan,inf,inf,nan
2633,inf,inf,nan,inf,inf,nan
2634,inf,inf,nan,inf,inf,nan
2635,inf,inf,nan,inf,inf,nan
2636,inf,inf,nan,inf,inf,nan
2637,inf,inf,nan,inf,inf,nan
2638,inf,inf,nan,inf,inf,nan
2639,inf,inf,nan,inf,inf,nan
2640,inf,inf,nan,inf,inf,nan
2641,inf,inf,nan,inf,inf,nan
2642,inf,inf,nan,inf,inf,nan
2643,inf,inf,nan,inf,inf,nan
2644,inf,inf,nan,inf,inf,nan
2645,inf,inf,nan,inf,inf,nan
2646,inf,inf,nan,inf,inf,nan
2647,inf,inf,nan,inf,inf,nan
2648,inf,inf,nan,inf,inf,nan
2649,inf,inf,nan,inf,inf,nan
2650,inf,inf,nan,inf,inf,nan
2651,inf,inf,nan,inf,inf,nan
2652,inf,inf,nan,inf,inf,nan
2653,inf,inf,nan,inf,inf,nan
2654,inf,inf,nan,inf,inf,nan
2655,inf,inf,nan,inf,inf,nan
2656,inf,inf,nan,inf,inf,nan
2657,inf,inf,nan,inf,inf,nan
2658,inf,inf,nan,inf,inf,nan
2659,inf,inf,nan,inf,inf,nan
2660,inf,inf,nan,inf,inf,nan
2661,inf,inf,nan,inf,inf,nan
2662,inf,inf,nan,inf,inf,nan
2663,inf,inf,nan,inf,inf,nan
2664,inf,inf,nan,inf,inf,nan
2665,inf,inf,nan,inf,inf,nan
2666,inf,inf,nan,inf,inf,nan
2667,inf,inf,nan,inf,inf,nan
2668,inf,inf,nan,inf,inf,nan
2669,inf,inf,nan,inf,inf,nan
2670,inf,inf,nan,inf,inf,nan
2671,inf,inf,nan,inf,inf,nan
2672,inf,inf,nan,inf,inf,nan
2673,inf,inf,nan,inf,inf,nan
2674,inf,inf,nan,inf,inf,nan
2675,inf,inf,nan,inf,inf,nan
2676,inf,inf,nan,inf,inf,nan
2677,inf,inf,nan,inf,inf,nan
2678,inf,inf,nan,inf,inf,nan
2679,inf,inf,nan,inf,inf,nan
2680,inf,inf,nan,inf,inf,nan
2681,inf,inf,nan,inf,inf,nan
2682,inf,inf,nan,inf,inf,nan
2683,inf,inf,nan,inf,inf,nan
2684,inf,inf,nan,inf,inf,nan
2685,inf,inf,nan,inf,inf,nan
2686,inf,inf,nan,inf,inf,nan
2687,inf,inf,nan,inf,inf,nan
2688,inf,inf,nan,inf,inf,nan
2689,inf,inf,nan,inf,inf,nan
2690,inf,inf,nan,inf,inf,nan
2691,inf,inf,nan,inf,inf,nan
2692,inf,inf,nan,inf,inf,nan
2693,inf,inf,nan,inf,inf,nan
2694,inf,inf,nan,inf,inf,nan
2695,inf,inf,nan,inf,inf,nan
2696,inf,inf,nan,inf,inf,nan
2697,inf,inf,nan,inf,inf,nan
2698,inf,inf,nan,inf,inf,nan
2699,inf,inf,nan,inf,inf,nan
2700,inf,inf,nan,inf,inf,nan
2701,inf,inf,nan,inf,inf,nan
2702,inf,inf,nan,inf,inf,nan
2703,inf,inf,nan,inf,inf,nan
2704,inf,inf,nan,inf,inf,nan
2705,inf,inf,nan,inf,inf,nan
2706,inf,inf,nan,inf,inf,nan
2707,inf,inf,nan,inf,inf,nan
2708,inf,inf,nan,inf,inf,nan
2709,inf,inf,nan,inf,inf,nan
2710,inf,inf,nan,inf,inf,nan
2711,inf,inf,nan,inf,inf,nan
2712,inf,inf,nan,inf,inf,nan
2713,inf,inf,nan,inf,inf,nan
2714,inf,inf,nan,inf,inf,nan
2715,inf,inf,nan,inf,inf,nan
2716,inf,inf,nan,inf,inf,nan
2717,inf,inf,nan,inf,inf,nan
2718,inf,inf,nan,inf,inf,nan
2719,inf,inf,nan,inf,inf,nan
2720,inf,inf,nan,inf,inf,nan
2721,inf,inf,nan,inf,inf,nan
2722,inf,inf,nan,inf,inf,nan
2723,inf,inf,nan,inf,inf,nan
2724,inf,inf,nan,inf,inf,nan
